title,authors,journal,year,doi,pmid,source_query
Perspective on health and ecological risk assessments of potentially toxic metal(loid)s using aquatic biodiversity as biomonitoring indicators.,"Ajala LO, Wilson JEH, Jiru M, Iwunze MO.",,2025,10.1016/j.toxrep.2025.102086,40703635,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Pigment-dispersing factor neuropeptides act as multifunctional hormones and modulators in tardigrades.,"Dutta S, Hering L, Grollmann MM, Metzendorf N, Gross V, Arakawa K, Neupert S, Stengl M, Herberg FW, Mayer G.",,2025,10.1098/rsob.240242,40037531,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Dysregulation of Metabolic Peptides Precedes Hyperinsulinemia and Inflammation Following Exposure to Rotenone in Rats.,"Zaman V, Matzelle D, Banik NL, Haque A.",,2025,10.3390/cells14020124,39851552,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Anthozoan Chemical Defenses: Integrating Compounds, Enzymatic Activities, and Omics-Based Discoveries.","Zakariya M, Lincoln OJ, D'Ambra I, Lauritano C.",,2025,10.3390/ijms26136109,40649883,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Single-Cell Peptide Profiling to Distinguish Stickleback Ecotypes with Divergent Breeding Behavior.,"Bell SE, Xie YR, Maciejewski MF, Rubakhin SS, Romanova EV, Bell AM, Sweedler JV.",,2025,10.1021/acs.jproteome.4c00832,39792146,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Unveiling the hemolymphatic miRNome composition of the schistosomiasis vector snail &lt;i&gt;Biomphalaria glabrata&lt;/i&gt;.,"Dametto S, Gourbal B, Chaparro C, Pinaud S, Duval D.",,2025,10.1016/j.crpvbd.2025.100262,40666502,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Identification of intestinal enteroendocrine cell subtypes and their associated hormones in zebrafish.,"Morash M, Kay RG, Soderblom EJ, MacLean GH, Wen J, Moore PJ, Lickwar CR, Shah MA, Ganz J, Gribble FM, Reimann F, Liddle RA, Rawls JF.",,2025,10.1371/journal.pbio.3003522,41411332,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Construction of a Zebrafish Model of Cardiac Hypertrophy Caused by ATIC Gene Deletion and Preliminary Exploration of Aerobic Exercise Improvement.,"Yang T, Zhang Z, Huang S, Cui M, Liu S, Ding M, Gu W, Yang B, Zheng L.",,2025,10.3390/ijms262110249,41226290,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
What comparative endocrinology tells us about the original function of the insulin superfamily.,Takei Y.,,2025,10.1507/endocrj.ej25-0213,40545347,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Characterization of eclosion hormone receptor function reveals differential hormonal control of ecdysis during Drosophila development.,"Silva V, Scott R, Guajardo P, Luan H, Herzog R, White BH, Ewer J.",,2025,10.1371/journal.pgen.1011672,40834049,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Caterpillars suppress nocifensive behaviours during the quiescent 'sphinx' state.,"Kondakath G, Messinger IM, Veliko-Shapko A, Trimmer B.",,2025,10.1098/rsbl.2025.0124,40829651,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Neuromodulation of Swarming Behavior in  <i>C. elegans</i>  : Insights into the Conserved role of Calsyntenins,"Shahi N, Kumari N, Khapre S, Dahiya D, Saritekin E, Kocabaş A, Kavita B.",,2025,10.1101/2025.07.06.663344,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
SIFa peptidergic neurons orchestrate the internal states and energy balance of male Drosophila melanogaster.,"Song Y, Zhang T, Ryu TH, Wong K, Wu Z, Wei Y, Schweizer J, Nguyen KH, Kwan A, Zhang X, Yu K, Kim WJ.",,2025,10.1371/journal.pbio.3003345,40906787,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Serum Phoenixin Levels and Their Diagnostic Significance in Girls With Precocious Puberty.,"Yang Y, Sun J, Yang S, Li S, Zhang J, Zhu F, Pan X, Wang Y, Li X, Bai H, Luo P, Yuan Y.",,2025,10.1210/jendso/bvaf065,40421429,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Evaluating dietary quality and dietary inflammatory potential in cognitive impairment patients in China.,"Bian D, Liang F, You Y, Li X, Hu H, Wang H, Liu H, Shen L, Cheng O, Qu Q, Xu S, Kuang W, Ma Q, Pan X, Zhao X, Zhang Y, Du Y, Xu Y, Sun Y, Liao Z, Wang J, Li J, Xiao J, Li H, Xie X, Yun Z, Geng J, Cao W, Zhi N, Ren R, Xie H, Wang G, representing ADC.",,2025,10.1002/alz.70345,40491252,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"An Evolutionary Loss of Parental Care in Stickleback Is Associated with Differences in the Activity, but Not the Number, of Neuropeptidergic Neurons in the Preoptic Area.","Maciejewski MF, Fischer EK, Bell AM, Maciejewski M.",,2025,10.1159/000545350,40159322,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Temperature-dependent differences in male and female life history responses to a period of food limitation during development.,"Moura-Campos D, Chung MJ, Lawrence E, Jennions MD, Head ML.",,2025,10.1111/1365-2656.70037,40129101,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Antioxidant Potential of &lt;i&gt;Mangifera foetida&lt;/i&gt; Bark, &lt;i&gt;Mangifera foetida&lt;/i&gt; Leaves, and &lt;i&gt;Cinnamomum burmanii&lt;/i&gt; Leaves Extract in Mitigating Nanoplastic-Induced Toxicity and Disruption of Glycolipid Metabolism.","Pramudya M, Susilo RJK, Seftiarini W, Dewi FRP, Nurbani FA, Rohmatika AU, Aunurohim, Lim V, Hayati A.",,2025,10.1155/adpp/7285762,41030587,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Green synthesis of silver nanoparticles from Brownlowia tersa leaf extract: multifaceted evaluation of antibacterial, antioxidant, cytotoxic, and anti-alzheimer potential.","Hossain MR, Al Saber M, Hoque MA, Rahman MS, Ratno FB, Zilani MNH, Ohiduzzaman M, Hasan MN.",,2025,10.1371/journal.pone.0335524,41187208,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Unraveling Evolutionary Insights into AVT Peptide Conservation and Antimicrobial Motif Prediction Across Taxa.,Nagarajan G.,,2025,10.3390/ijms26168026,40869347,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Abdominal Massage Decreases Food Intake and Body Weight in High-Fat Diet-Induced Obese Rats Through Upregulating GPR41/GPR43-PYY/GLP-1 Axis.,"Ma F, Li H, Huang C, Shuai C, An C, Zhang W.",,2025,10.2147/dmso.s492185,40416929,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Cadmium Exposure Disrupts Uterine Energy Metabolism and Coagulation Homeostasis During Labor in Institute of Cancer Research Mice: Insights from Transcriptomic Analysis.,"Wang Y, Bai Y, Wang Y, Cai Y.",,2025,10.3390/metabo15050339,40422915,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Di(2-ethylhexyl) Phthalate Alters Primordial Germ Cell Distribution and the Reproductive Neuroendocrine Regulatory Axis in Zebrafish Embryos.,"Tesic B, Fa Nedeljkovic S, Marinović Z, Csenki-Bakos Z, Marinović M, Petri ET, Pogrmic-Majkic K, Stanic B, Andric N.",,2025,10.3390/toxics13121032,41441253,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Expression of clock genes tracks daily and tidal time in brains of intertidal crustaceans  <i>Eurydice pulchra</i>  and  <i>Parhyale hawaiensis</i>,"Oliphant A, Sia C, Kyriacou C, Wilcockson D, Hastings M.",,2025,10.1101/2025.01.13.632323,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Structural Diversity of Adipokinetic Hormones in the Coleopteran Suborder Polyphaga (Excluding Cucujiformia).,"Gäde G, König S, Marco HG.",,2025,10.1002/arch.70049,40114522,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The &lt;i&gt;TRHDE&lt;/i&gt; and &lt;i&gt;TSHR&lt;/i&gt; Genes Regulate Laying Traits in Domesticated Zi Geese.,"Zhao X, Yue S, Zhang Y, Sun J, Peng F, Guo Z.",,2025,10.3390/cimb47050331,40699730,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Developmental and neurobehavioral toxicity of benzotriazole ultraviolet stabilizer UV-360 on zebrafish larvae.,"Xu L, Sheng D, He R, Meng Y, Tian L, Luo Y, Wang Y, Aizemaiti R, An Z, Wang Y.",,2025,10.1371/journal.pone.0324355,40408449,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Developmental Behavioural Plasticity and DNA Methylation Patterns in Response to Predation Stress in Trinidadian Guppies.,"Fox JA, Reader SM, Guigueno MF, Barrett RDH.",,2025,10.1111/mec.17831,40515452,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Clonorchis sinensis infection remodels chromatin accessibility in hepatocellular carcinoma.,"Yang W, Wei C, Chen J, Lin Q, Qin Y, Huang T, Deng X, Li MJ, Tang Z, Fang M.",,2025,10.1186/s13071-025-06909-6,40640964,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Influence of Viral Re-Infection on Head Kidney Transcriptome of Nervous Necrosis Virus-Resistant and -Susceptible European Sea Bass (&lt;i&gt;Dicentrarchus labrax,&lt;/i&gt; L.).","Toubanaki DK, Tzortzatos OP, Efstathiou A, Bakopoulos V, Karagouni E.",,2025,10.3390/v17020230,40006985,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Neurite branching is associated with mixed microtubule polarity in sea anemone neurons.,"Stone MC, Kothe GO, Jegla TJ, Rolls MM.",,2025,10.1242/jeb.251169,40931983,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Exploration of Appetite Regulation in Yangtze Sturgeon (&lt;i&gt;Acipenser dabryanus&lt;/i&gt;) During Weaning.,"Wang B, Tang N, Chen S, Zhang X, Chen D, Li Z, Zhou B.",,2025,10.3390/ijms26030950,39940719,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Comparative and Functional Analysis of Exosomal microRNAs During Semelparous Reproduction in Ayu Fish (&lt;i&gt;Plecoglossus altivelis&lt;/i&gt;).,"Pan Y, Meng L, Yoshida K, Qiu L, Ito T, Yonezawa R, Yoshitake K, Saito S, Bailey-Kobayashi N, Yoshida T, Kinoshita S, Asakawa S.",,2025,10.1002/jex2.70038,40066203,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Potential application of pig (&lt;i&gt;Sus scrofa domestica&lt;/i&gt;) skin peptide-iron chelates in the treatment of iron deficiency anemia and regulation of intestinal flora metabolism.,"Huang S, Deng H, Liang K, Zhao X, Zhang J.",,2025,10.3389/fnut.2025.1553668,40584106,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Convergent effects of peptides on the initiation of feeding motor programs in the mollusk &lt;i&gt;Aplysia&lt;/i&gt;.,"Evans CG, Barry MA, Reaver CN, Patel PR, Chestek CA, Perkins MH, Jing J, Cropper EC.",,2025,10.1152/jn.00042.2025,40183430,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
PFOS caused fertility defects and disrupted spermatogenic gene networks in medaka with a transgenerational history of ancestral BPA exposure.,"Chakraborty S, Coe ST, Anand S, Faheem M, Wang X, Bhandari RK.",,2025,10.1016/j.envres.2025.122056,40480358,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Proteomic Analysis Reveals the Phenotypic Heterogeneity and Tolerance Mechanisms of Halophilic &lt;i&gt;Vibrio parahaemolyticus&lt;/i&gt; Under Dual Stress of Low Salinity and Bile Salts in the Human Intestine.,"Guo Y, Yang B, Zhou X, Gong Z, Wang E, Pan Y, Zhao Y, Liu H.",,2025,10.3390/biom15040518,40305270,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Role of hypothalamus function in metabolic diseases and its potential mechanisms.,"Zhang X, Yang J, Li Y, Li Y, Li G.",,2025,10.7717/peerj.19532,40452923,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Mechanisms of social behaviour in the anti-social blind cavefish (&lt;i&gt;Astyanax mexicanus&lt;/i&gt;).,"Sekulovski B, Miller N.",,2025,10.1098/rspb.2025.0052,40132632,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Hormonal predictors of the insulin sensitive phenotype in humans.,"Ahmed MB, Habib AM, Badran S, Alsherawi A, Elnefaily SE, Binfayed M, Hammouda A, Glass GE, Abdalhakam I, Rajha HE, Abou-Samra AB, Doi SA.",,2025,10.17305/bb.2025.12210,40214973,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Behavioral and molecular insights into anxiety in ube3a and fmr1 zebrafish models of autism spectrum disorders.,"Dougnon G, Matsui H.",,2025,10.1038/s41398-025-03741-5,41258029,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Superior growth performance in carp fry achieved with chitosan-alginate encapsulated A-ghrelin versus free peptide: Evidence from physiological, molecular, and morphological analyses.","Matinfar M, Heidari B, Valipour A, Rahdari T, Ramezanpour S, Hadavi M, Asghari SM.",,2025,10.1371/journal.pone.0327235,40587525,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The Effects of a Mediterranean Diet on Metabolic Hormones and Cytokines in Amyotrophic Lateral Sclerosis Patients: A Prospective Interventional Study.,"Moțățăianu A, Mănescu IB, Șerban G, Ion V, Bălașa R, Andone S.",,2025,10.3390/nu17091437,40362746,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Cholinergic and Glutamatergic Axons Differentially Require Glial Support in the Drosophila PNS.,"Kautzmann S, Rey S, Krebs A, Klämbt C.",,2025,10.1002/glia.70011,40097245,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Effects of methanolic mealworm extract on zebrafish: growth, immunity, and gene expression.","Abdolmanafi M, Safari R, Hoseinifar SH, Gasco L, Yazici M.",,2025,10.1186/s12917-025-05051-w,41088148,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Microbiota and enteric nervous system crosstalk in diabetic gastroenteropathy: bridging mechanistic insights to microbiome-based therapies.,"Tao W, Yu Y, Tan D, Huang X, Huang J, Lin C, Yu R.",,2025,10.3389/fcimb.2025.1603442,40861487,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Transcriptome and DNA methylation analysis of the goat pineal gland during puberty.,"Zhang B, Zhu G, Wu J, Xie H, Cui J, Qian W, Yi Q, Pan F, Fang F, Ling Y, Zhang Y, Li Y, Liu Y.",,2025,10.1038/s41598-024-84559-x,39824948,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Intrinsic and synaptic regulation of axonal excitability in dopaminergic neurons.,"Seddon J, Kramer PF.",,2025,10.3389/fncel.2025.1681044,41280333,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
